047,online,WAN
019,offline,LTE
051,online,WAN
046,online,WAN
801,online,WAN
018,online,WAN
103,online,WAN
104,online,WAN
092,online,LTE
091,online,WAN
088,online,WAN
119,online,LTE
066,online,LTE
052,online,WAN
113,online,WAN
090,online,WAN
110,online,WAN
096,online,WAN
087,online,WAN
086,online,WAN
089,online,WAN
075,online,WAN
058,online,WAN
048,online,WAN
906,online,WAN
098,online,WAN
042,online,WAN
073,online,WAN
033,online,LTE
056,online,WAN
059,online,WAN
077,online,WAN
62818,offline,LTE
061,online,WAN
084,online,WAN
065,online,WAN
064,online,WAN
094,online,WAN
027,online,WAN
023,online,WAN
022,online,WAN
125,online,WAN
124,online,WAN
057,online,WAN
082,online,WAN
003,online,WAN
111,online,WAN
114,online,LTE
071,online,LTE
902,online,WAN
128,online,WAN
049,online,WAN
005,online,WAN
050,online,WAN
123,online,WAN
055,online,WAN
078,online,WAN
079,online,LTE
080,online,WAN
035,online,WAN
072,online,WAN
044,online,WAN
176,online,WAN
043,online,WAN
904,online,WAN
028,online,WAN
121,online,LTE
054,online,WAN
268,online,WAN
063,online,WAN
053,online,WAN
149,online,WAN
030,online,WAN
032,online,WAN
041,online,WAN
006,online,WAN
067,online,WAN
068,online,WAN
021,online,WAN
014,online,WAN
097,online,LTE
036,online,WAN
083,online,WAN
070,online,WAN
034,online,WAN
106,online,WAN
062,online,WAN
196,online,WAN
076,online,WAN
147,online,WAN
144,online,WAN
008,online,WAN
143,online,WAN
146,online,WAN
145,online,WAN
138,online,WAN
141,online,WAN
135,online,WAN
045,online,WAN
140,online,WAN
136,online,WAN
139,offline,WAN
131,online,LTE
129,online,WAN
126,online,WAN
134,online,LTE
100,online,WAN
108,online,WAN
074,online,WAN
151,online,WAN
158,online,WAN
155,online,WAN
105,online,WAN
150,online,WAN
152,online,WAN
153,online,WAN
157,online,WAN
039,online,WAN
102,online,WAN
154,online,WAN
133,online,WAN
161,online,LTE
162,online,WAN
163,online,WAN
164,online,WAN
166,online,WAN
168,online,LTE
169,online,LTE
171,online,LTE
172,online,WAN
173,online,WAN
174,online,WAN
175,online,WAN
156,online,WAN
903,online,WAN
901,online,WAN
101,online,WAN
142,online,WAN
,online,WAN
271,online,LTE
167,online,WAN
040,online,WAN
170,online,WAN
185,online,WAN
188,online,WAN
187,online,WAN
191,online,WAN
190,online,WAN
180,online,WAN
181,online,WAN
192,online,WAN
183,online,LTE
193,online,WAN
178,offline,LTE
177,online,WAN
179,online,WAN
189,online,WAN
184,online,WAN
182,online,WAN
195,online,WAN
197,online,WAN
031,online,WAN
137,online,WAN
199,online,WAN
201,online,WAN
203,online,WAN
205,online,WAN
204,online,WAN
206,online,LTE
200,online,WAN
208,online,WAN
202,online,LTE
269,online,WAN
165,online,LTE
210,online,WAN
802,online,WAN
209,online,WAN
207,online,WAN
211,offline,LTE
212,online,WAN
213,online,WAN
214,online,WAN
215,online,WAN
216,offline,LTE
217,online,WAN
220,online,WAN
219,online,WAN
221,online,LTE
222,online,WAN
223,online,WAN
247,online,WAN
246,online,WAN
250,online,LTE
249,online,WAN
275,online,LTE
248,online,LTE
251,online,WAN
253,online,LTE
252,online,WAN
254,online,LTE
255,online,LTE
256,online,WAN
257,online,WAN
258,online,WAN
259,offline,WAN
263,online,LTE
260,online,WAN
261,online,WAN
262,online,WAN
224,online,WAN
264,online,WAN
266,online,LTE
265,online,WAN
267,online,LTE
186,online,LTE
225,online,WAN
226,online,WAN
227,online,WAN
228,online,LTE
229,online,WAN
230,online,WAN
231,online,LTE
232,online,WAN
234,online,WAN
235,online,LTE
236,online,WAN
237,online,LTE
238,online,WAN
239,online,WAN
240,online,WAN
242,online,WAN
241,online,WAN
243,online,WAN
194,online,LTE
,online,LTE
270,online,WAN
118,online,WAN
109,online,WAN
127,online,WAN
273,online,LTE
198,online,WAN
279,online,WAN
280,online,WAN
323,online,WAN
321,online,LTE
278,online,WAN
277,online,WAN
320,online,WAN
324,online,WAN
272,online,WAN
218,online,WAN
62818,offline,WAN
276,online,WAN
900,online,WAN
233,online,WAN
317,online,WAN
309,online,WAN
289,online,LTE
318,online,WAN
312,online,WAN
316,online,WAN
313,online,WAN
315,online,WAN
310,online,WAN
314,online,WAN
311,online,WAN
290,online,WAN
293,online,WAN
294,online,WAN
297,online,LTE
291,online,WAN
295,online,WAN
301,online,WAN
296,online,WAN
302,online,WAN
299,online,WAN
298,online,WAN
292,online,WAN
300,online,WAN
305,online,WAN
283,online,WAN
308,online,WAN
303,online,WAN
306,online,WAN
281,online,WAN
282,online,WAN
304,online,LTE
307,online,LTE
285,online,LTE
287,online,WAN
286,online,WAN
284,offline,LTE
288,online,WAN
329,online,WAN
330,online,WAN
327,online,WAN
325,online,WAN
331,online,WAN
322,online,WAN
328,online,WAN
326,online,WAN
334,online,WAN
160,online,WAN
159,online,WAN
095,online,LTE
62818,offline,LTE
010,online,WAN
148,online,LTE
332,online,LTE
335,online,LTE
333,online,LTE
117,online,WAN
116,online,WAN
274,online,WAN
218,initialized,WAN
099,online,WAN
62918,offline,WAN
905,online,LTE
093,online,WAN
139,online,WAN
340,offline,WAN
343,initialized,WAN
342,initialized,WAN
337,offline,WAN
336,offline,WAN
344,initialized,WAN
341,initialized,WAN
339,initialized,WAN
107,online,WAN
122,online,WAN
338,offline,WAN
069,online,WAN
120,online,WAN
051,online,WAN
047,online,WAN
019,offline,LTE
046,online,WAN
801,online,WAN
103,online,WAN
018,online,WAN
092,online,LTE
091,online,WAN
088,online,WAN
119,online,LTE
090,online,WAN
113,online,WAN
066,online,LTE
052,online,WAN
110,online,WAN
096,online,WAN
089,online,WAN
073,online,WAN
086,online,WAN
058,online,WAN
059,online,WAN
048,online,WAN
075,online,WAN
906,online,WAN
098,online,WAN
042,online,WAN
033,online,LTE
061,online,WAN
056,online,WAN
120,online,WAN
077,online,WAN
62818,offline,LTE
065,online,WAN
084,online,WAN
069,online,WAN
064,online,WAN
027,online,WAN
094,online,WAN
023,online,WAN
125,online,WAN
022,online,WAN
082,online,WAN
124,online,WAN
057,online,WAN
003,online,WAN
111,online,WAN
114,online,LTE
071,online,LTE
128,online,WAN
050,online,WAN
902,online,WAN
049,online,WAN
005,online,WAN
123,online,WAN
055,online,WAN
078,online,WAN
072,online,WAN
079,online,LTE
070,online,WAN
035,online,WAN
044,online,WAN
176,online,WAN
043,online,WAN
087,online,WAN
121,online,LTE
904,online,WAN
028,online,WAN
149,online,WAN
268,online,WAN
104,online,WAN
063,online,WAN
053,online,WAN
030,online,WAN
032,online,WAN
041,online,WAN
054,online,WAN
067,online,WAN
126,online,WAN
068,online,WAN
006,online,WAN
014,online,WAN
097,online,LTE
036,online,WAN
083,online,WAN
034,online,WAN
062,online,WAN
106,online,WAN
045,online,WAN
076,online,WAN
196,online,WAN
021,online,WAN
147,online,WAN
143,online,WAN
144,online,WAN
008,online,WAN
145,online,WAN
146,online,WAN
138,online,WAN
141,online,WAN
137,online,WAN
135,online,WAN
080,online,WAN
139,offline,WAN
136,online,WAN
129,online,WAN
131,online,LTE
134,online,LTE
074,online,WAN
140,online,WAN
108,online,WAN
105,online,WAN
158,online,WAN
151,online,WAN
155,online,WAN
100,online,WAN
150,online,WAN
152,online,WAN
154,online,WAN
039,online,WAN
153,online,WAN
102,online,WAN
107,online,WAN
133,online,WAN
157,online,WAN
122,online,WAN
163,online,WAN
164,online,WAN
171,online,LTE
166,online,WAN
168,online,LTE
172,online,WAN
173,online,WAN
174,online,WAN
175,online,WAN
156,online,WAN
162,online,WAN
161,online,LTE
901,online,WAN
101,online,WAN
903,online,WAN
142,online,WAN
271,online,LTE
040,online,WAN
170,online,WAN
167,online,WAN
185,online,WAN
188,online,WAN
187,online,WAN
191,online,WAN
190,online,WAN
,online,WAN
180,online,WAN
183,online,LTE
192,online,WAN
169,online,LTE
178,offline,LTE
193,online,WAN
177,online,WAN
184,online,WAN
189,online,WAN
182,online,WAN
179,online,WAN
031,online,WAN
197,online,WAN
199,online,WAN
203,online,WAN
201,online,WAN
205,online,WAN
204,online,WAN
206,online,LTE
202,online,LTE
200,online,WAN
208,online,WAN
165,online,LTE
802,online,WAN
269,online,WAN
195,online,WAN
181,online,WAN
209,online,WAN
207,online,WAN
211,offline,LTE
213,online,WAN
212,online,WAN
214,online,WAN
215,online,WAN
216,offline,LTE
217,online,WAN
220,online,WAN
221,online,LTE
219,online,WAN
222,online,WAN
223,online,WAN
246,online,WAN
247,online,WAN
250,online,LTE
275,online,LTE
249,online,WAN
253,online,LTE
248,online,LTE
251,online,WAN
252,online,WAN
255,online,LTE
256,online,WAN
254,online,LTE
257,online,WAN
259,offline,WAN
258,online,WAN
263,online,LTE
260,online,WAN
262,online,WAN
224,online,WAN
264,online,WAN
266,online,LTE
265,online,WAN
186,online,LTE
267,online,LTE
225,online,WAN
226,online,WAN
227,online,WAN
228,online,LTE
229,online,WAN
230,online,WAN
231,online,LTE
232,online,WAN
235,online,LTE
234,online,WAN
238,online,WAN
237,online,LTE
239,online,WAN
241,online,WAN
240,online,WAN
242,online,WAN
236,online,WAN
243,online,WAN
,online,LTE
261,online,WAN
270,online,WAN
118,online,WAN
194,online,LTE
127,online,WAN
109,online,WAN
273,online,LTE
198,online,WAN
280,online,WAN
323,online,WAN
321,online,LTE
279,online,WAN
320,online,WAN
324,online,WAN
277,online,WAN
278,online,WAN
272,online,WAN
218,online,WAN
62818,offline,WAN
276,online,WAN
900,online,WAN
233,online,WAN
309,online,WAN
317,online,WAN
312,online,WAN
318,online,WAN
316,online,WAN
